name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
hyundai santro xing xg,2004,80000,58000,petrol,individual,manual,first owner
hyundai grand i10 sportz,2015,425000,12000,petrol,individual,manual,first owner
maruti celerio zxi amt bsiv,2018,500000,10000,petrol,individual,automatic,first owner
hyundai santro xing gls,2012,193000,45000,petrol,individual,manual,second owner
honda city i vtec v,2015,800000,10000,petrol,individual,manual,first owner
maruti wagon r lxi minor,2008,150000,50000,petrol,individual,manual,first owner
maruti 800 ac,2002,80000,40000,petrol,individual,manual,fourth & above owner
ford figo diesel exi,2010,130000,100000,diesel,individual,manual,third owner
ford figo diesel exi,2012,280000,80000,diesel,individual,manual,second owner
mahindra xylo d2 bs iv,2011,229999,110000,diesel,individual,manual,second owner
maruti zen estilo vxi bsiii,2008,80000,120000,petrol,individual,manual,first owner
tata nano cx bsiii,2010,70000,10000,petrol,individual,manual,first owner
maruti ritz vdi,2013,240000,60000,diesel,individual,manual,second owner
mahindra xylo e8,2010,380000,72000,diesel,individual,manual,second owner
maruti ritz vdi,2013,240000,60000,diesel,individual,manual,second owner
hyundai santro xing xo,2006,80000,110000,petrol,individual,manual,first owner
hyundai i10 era,2013,265000,50000,petrol,individual,manual,first owner
hyundai eon magna plus option,2018,320000,25000,petrol,individual,manual,first owner
nissan terrano xl 110 ps,2014,500000,120000,diesel,individual,manual,third owner
hyundai creta 1.6 crdi sx option,2016,1300000,55000,diesel,individual,manual,first owner
mahindra scorpio s11 bsiv,2018,1500000,35000,diesel,individual,manual,first owner
toyota innova crysta 2.8 zx at bsiv,2016,1800000,110000,diesel,individual,automatic,first owner
mahindra xuv500 w6 2wd,2014,600000,80000,diesel,individual,manual,second owner
tata tiago 1.2 revotron xt,2018,420000,80000,petrol,individual,manual,first owner
maruti zen estilo lxi bs iv,2009,140000,120000,petrol,individual,manual,first owner
skoda laura ambiente 2.0 tdi cr mt,2010,300000,100000,diesel,individual,manual,second owner
hyundai santro xing xl erlx euro iii,2006,100000,60000,petrol,dealer,manual,second owner
maruti alto k10 vxi,2017,350000,25000,petrol,dealer,manual,first owner
ford ecosport 1.5 ti vct mt titanium be bsiv,2018,850000,19000,petrol,dealer,manual,first owner
maruti alto lx,2008,140000,54000,petrol,dealer,manual,first owner
ford aspire titanium plus bsiv,2015,550000,17100,petrol,dealer,manual,second owner
hyundai grand i10 asta option at,2017,525000,19000,petrol,dealer,automatic,first owner
ford ecosport 1.5 dv5 mt titanium,2015,470000,146000,diesel,dealer,manual,first owner
ford endeavour 3.0l 4x4 at,2013,900000,98000,diesel,dealer,automatic,first owner
ford endeavour 2.5l 4x2,2011,500000,224642,diesel,dealer,manual,second owner
maruti zen lxi,1998,80000,120000,petrol,individual,manual,second owner
mahindra verito 1.5 d2 bsiii,2011,175000,175000,diesel,individual,manual,first owner
mahindra xuv500 at w10 awd,2017,1350000,15000,diesel,individual,automatic,second owner
renault duster 110ps diesel rxz,2017,800000,50000,diesel,individual,manual,first owner
datsun redigo 1.0 s,2017,250000,15000,petrol,individual,manual,first owner
maruti ignis 1.2 amt alpha bsiv,2018,700000,25000,petrol,individual,automatic,first owner
tata nexon 1.5 revotorq xm,2019,800000,25000,diesel,individual,manual,first owner
mahindra xuv500 w6 2wd,2013,660000,69000,diesel,individual,manual,first owner
maruti swift vdi bsiv,2015,465000,60000,diesel,individual,manual,third owner
mahindra scorpio 2.6 crde,2006,180000,222435,diesel,individual,manual,second owner
maruti swift dzire vdi,2017,600000,66000,diesel,individual,manual,third owner
ford fiesta 1.4 zxi duratec,2010,150000,110000,petrol,individual,manual,first owner
hyundai verna 1.6 sx,2014,450000,78000,diesel,individual,manual,second owner
hyundai elite i20 sportz plus bsiv,2019,721000,10000,petrol,individual,manual,first owner
maruti swift 1.2 dlx,2018,300000,35000,petrol,individual,manual,first owner
mahindra scorpio bsiv,2019,1000000,10000,diesel,individual,manual,first owner
renault kwid rxt,2016,300000,40000,petrol,individual,manual,first owner
mahindra scorpio lx,2013,450000,120000,diesel,individual,manual,first owner
maruti esteem ax,1997,79000,70000,petrol,individual,automatic,first owner
ford figo 1.5d trend mt,2017,545000,40000,diesel,individual,manual,first owner
honda amaze v diesel bsiv,2018,844999,20000,diesel,individual,manual,first owner
skoda rapid 1.5 tdi ambition,2016,700000,93000,diesel,individual,manual,first owner
toyota etios vd,2016,650000,159000,diesel,individual,manual,first owner
ford ecosport 1.5 dv5 mt titanium,2014,525000,75000,diesel,individual,manual,second owner
ford fiesta classic 1.4 sxi duratorq,2006,110000,101100,diesel,individual,manual,third owner
tata indica vista aqua 1.3 quadrajet bsiv,2011,180000,66000,diesel,individual,manual,first owner
hyundai i10 era,2012,280000,30000,petrol,individual,manual,second owner
renault kwid 1.0 rxt optional,2019,400000,10000,petrol,individual,manual,first owner
mahindra xuv500 w8 4wd,2012,625000,126000,diesel,individual,manual,second owner
volkswagen vento 1.5 tdi highline,2015,535000,70000,diesel,individual,manual,first owner
maruti swift vdi optional,2017,459999,50000,diesel,individual,manual,first owner
mahindra bolero di,2010,300000,100000,diesel,individual,manual,first owner
honda civic 1.8 v at,2007,280000,60000,petrol,individual,automatic,first owner
honda mobilio v i vtec,2014,500000,70000,petrol,individual,manual,first owner
hyundai creta 1.6 sx,2019,1200000,1200,petrol,individual,manual,first owner
renault kwid rxt,2016,300000,40000,petrol,individual,manual,first owner
tata manza elan quadrajet bs iv,2011,180000,80000,diesel,individual,manual,third owner
hyundai i10 sportz at,2011,180000,134444,petrol,individual,automatic,second owner
maruti alto lxi,2009,78000,120000,petrol,individual,manual,second owner
nissan micra diesel xv premium,2011,160000,120000,diesel,individual,manual,first owner
mahindra scorpio vlx 2wd airbag bsiv,2014,600000,238000,diesel,individual,manual,first owner
maruti wagon r lxi minor,2008,110000,100000,petrol,individual,manual,second owner
mahindra bolero slx 4wd bsiii,2011,450000,110000,diesel,individual,manual,second owner
mahindra scorpio s9 bsiv,2019,1350000,35000,diesel,individual,manual,first owner
honda city 1.3 dx,2003,120000,165000,petrol,individual,manual,second owner
honda br-v i-dtec vx mt,2018,1040000,42000,diesel,individual,manual,first owner
hyundai grand i10 crdi sportz,2014,390000,70000,diesel,individual,manual,second owner
tata nano lx bsiii,2011,65000,60000,petrol,individual,manual,second owner
volkswagen polo diesel highline 1.2l,2013,320000,115000,diesel,individual,manual,third owner
volkswagen ameo 1.5 tdi highline,2017,720000,70000,diesel,individual,manual,first owner
maruti swift zxi abs,2007,220000,80000,petrol,individual,manual,second owner
maruti wagon r lxi bs iv,2011,225000,65000,petrol,dealer,manual,first owner
tata manza aura (abs) quadrajet bs iv,2010,200000,150000,diesel,individual,manual,second owner
toyota etios gd,2015,434999,75000,diesel,dealer,manual,second owner
ford figo diesel titanium,2012,300000,63700,diesel,individual,manual,first owner
honda amaze vx i-dtec,2018,700000,74800,diesel,individual,manual,first owner
ford endeavour 2.5l 4x2 mt,2009,500000,105000,diesel,individual,manual,second owner
renault duster 85ps diesel rxe,2016,500000,40000,diesel,individual,manual,first owner
maruti ritz ldi,2016,400000,90000,diesel,individual,manual,second owner
toyota corolla altis d-4d j,2015,825000,75000,diesel,dealer,manual,second owner
maruti swift dzire vdi,2018,720000,15000,diesel,individual,manual,first owner
maruti 800 ac uniq,2009,110000,30000,petrol,individual,manual,second owner
mahindra scorpio vlx 2wd airbag bsiv,2014,600000,100000,diesel,individual,manual,second owner
mahindra scorpio vlx 2wd at bsiv,2009,275000,155000,diesel,individual,automatic,third owner
land rover range rover evoque 2.2l dynamic,2012,2349000,149000,diesel,individual,automatic,second owner
hyundai i20 1.4 sportz,2017,740000,60000,diesel,individual,manual,first owner
maruti baleno alpha 1.3,2017,800000,90000,diesel,individual,manual,first owner
hyundai verna crdi 1.6 sx option,2019,1100000,100000,diesel,individual,manual,first owner
bmw x1 sdrive20d,2012,750000,100000,diesel,individual,automatic,second owner
maruti alto k10 2010-2014 vxi,2012,200000,90000,petrol,individual,manual,second owner
tata spacio sa 6 seater,2009,210000,75000,diesel,individual,manual,first owner
maruti swift vdi bsiv,2009,270000,120000,diesel,individual,manual,second owner
toyota etios 1.4 vxd,2016,630000,90000,diesel,individual,manual,second owner
hyundai xcent 1.2 kappa s,2015,375000,55000,petrol,individual,manual,first owner
mahindra xylo d2,2010,300000,70000,diesel,individual,manual,first owner
mahindra bolero power plus slx,2016,580000,95000,diesel,individual,manual,second owner
hyundai verna 1.4 crdi,2014,550000,50000,diesel,individual,manual,first owner
maruti ciaz zdi plus shvs,2016,750000,50000,diesel,individual,manual,first owner
maruti omni e mpi std bs iv,2014,250000,60516,petrol,individual,manual,first owner
hyundai verna 1.6 sx,2012,434999,235000,diesel,individual,manual,second owner
mercedes-benz e-class 280 cdi,2007,900000,76731,diesel,dealer,automatic,first owner
maruti swift zdi,2016,685000,64000,diesel,dealer,manual,first owner
maruti swift vdi bsiv,2014,540000,65000,diesel,dealer,manual,first owner
honda city i-vtec cvt zx,2018,1165000,13000,petrol,dealer,automatic,test drive car
ford ecosport 1.5 dv5 mt titanium optional,2014,610000,77000,diesel,dealer,manual,first owner
hyundai eon era,2011,254999,24000,petrol,dealer,manual,first owner
nissan micra active xv,2014,280000,63840,petrol,dealer,manual,first owner
tata tiago 1.2 revotron xt,2017,370000,25000,petrol,individual,manual,first owner
tata new safari dicor 2.2 ex 4x2,2011,459999,76400,diesel,individual,manual,second owner
maruti zen lx,1998,42000,70000,petrol,individual,manual,third owner
maruti zen lx,1998,42000,70000,petrol,individual,manual,third owner
fiat linea active (diesel),2011,190000,80000,diesel,individual,manual,third owner
fiat punto 1.4 emotion,2010,165000,100000,petrol,individual,manual,fourth & above owner
ford ecosport 1.5 diesel trend plus bsiv,2017,710000,40000,diesel,individual,manual,first owner
hyundai creta 1.6 sx option,2018,1200000,15000,petrol,individual,manual,first owner
maruti zen estilo lxi bs iv,2011,229999,70000,petrol,individual,manual,first owner
renault kwid rxt,2018,310000,15000,petrol,individual,manual,first owner
maruti wagon r vxi bs iv,2015,320000,40000,petrol,individual,manual,first owner
maruti 800 ac,2006,100000,54000,petrol,individual,manual,first owner
hyundai verna crdi,2009,160000,90000,diesel,individual,manual,first owner
maruti 800 ac bsiii,2007,60000,52000,petrol,individual,manual,first owner
tata indigo ls,2012,100000,200000,diesel,individual,manual,third owner
chevrolet beat diesel lt,2016,350000,35000,diesel,individual,manual,second owner
renault duster 110ps diesel rxz awd,2017,700000,60000,diesel,individual,manual,first owner
maruti alto k10 vxi,2017,300000,31489,petrol,individual,manual,first owner
hyundai i20 1.4 asta option,2018,830000,40000,diesel,individual,manual,first owner
mahindra quanto c6,2013,220000,110000,diesel,individual,manual,first owner
tata indigo lx dicor,2009,130000,50000,diesel,individual,manual,first owner
hyundai i20 1.2 magna,2012,330000,44000,petrol,individual,manual,first owner
honda city 1.5 s mt,2010,254999,90000,petrol,individual,manual,second owner
hyundai verna 1.6 sx vtvt (o),2014,600000,50000,petrol,individual,manual,second owner
hyundai i10 magna,2012,210000,50000,petrol,individual,manual,first owner
maruti zen estilo 1.1 lxi bsiii,2007,120000,81366,petrol,individual,manual,first owner
maruti esteem vxi - bsiii,2006,95000,110000,petrol,individual,manual,first owner
toyota innova 2.5 g (diesel) 8 seater bs iv,2006,229999,300000,diesel,individual,manual,first owner
hyundai verna transform vtvt,2010,229999,70000,petrol,individual,manual,first owner
hyundai i20 magna optional 1.4 crdi,2013,400000,100000,diesel,individual,manual,first owner
maruti gypsy king hard top ambulance bsiv,2005,300000,70000,petrol,individual,manual,second owner
ford figo diesel celebration edition,2013,300000,50000,diesel,individual,manual,first owner
ford fiesta 1.4 sxi tdci,2009,80000,180000,diesel,individual,manual,second owner
maruti 800 ac,2008,80000,50000,petrol,individual,manual,second owner
maruti esteem vxi,2007,100000,90000,petrol,individual,manual,second owner
tata indica vista quadrajet ls,2012,300000,110000,diesel,individual,manual,first owner
maruti baleno zeta automatic,2018,700000,26000,petrol,individual,automatic,first owner
maruti vitara brezza zdi plus,2016,975000,65000,diesel,individual,manual,first owner
chevrolet captiva lt,2009,500000,130000,diesel,individual,manual,first owner
renault duster 85ps diesel rxl optional,2013,550000,75000,diesel,individual,manual,second owner
nissan terrano xv premium 110 ps,2014,550000,110000,diesel,individual,manual,second owner
maruti alto k10 2010-2014 vxi,2014,240000,50000,petrol,individual,manual,first owner
maruti 800 std,1997,50000,80000,petrol,individual,manual,second owner
tata indica vista aura 1.2 safire,2009,120000,80000,petrol,individual,manual,second owner
maruti alto 800 lxi,2013,900000,60000,petrol,individual,manual,second owner
honda city 1.5 v mt,2009,250000,90000,petrol,individual,manual,second owner
renault kwid 1.0 rxt optional,2017,280000,36000,petrol,individual,manual,first owner
tata indica vista terra quadrajet 1.3l bs iv,2010,85000,87000,diesel,individual,manual,first owner
tata indica vista terra 1.4 tdi,2011,90000,80000,diesel,individual,manual,first owner
chevrolet enjoy tcdi lt 8 seater,2015,500000,50000,diesel,individual,manual,first owner
maruti 800 std,2013,200000,60000,petrol,individual,manual,first owner
renault kwid rxt,2015,250000,50000,petrol,individual,manual,first owner
maruti swift dzire vdi,2014,185000,40000,diesel,individual,manual,third owner
hyundai i10 magna 1.1,2008,100000,60000,petrol,individual,manual,second owner
toyota etios vxd,2015,610000,55000,diesel,individual,manual,first owner
mahindra quanto c8,2012,290000,80000,diesel,individual,manual,first owner
mahindra xylo e9,2012,300000,295000,diesel,individual,manual,first owner
hyundai eon era plus,2015,225000,80000,petrol,individual,manual,first owner
maruti alto k10 vxi,2017,320000,50000,petrol,individual,manual,second owner
tata indigo cr4,2012,135000,158000,diesel,individual,manual,third owner
toyota innova 2.5 g (diesel) 7 seater bs iv,2006,400000,400000,diesel,individual,manual,third owner
maruti wagon r vxi bs iv,2016,400000,25000,petrol,individual,manual,first owner
hyundai i20 active 1.2 s,2017,570000,35000,petrol,individual,manual,first owner
maruti ignis 1.2 zeta bsiv,2018,500000,12000,petrol,individual,manual,first owner
maruti omni mpi std bsiv,2015,130000,70000,petrol,individual,manual,first owner
tata tiago 1.2 revotron xz,2018,360000,4000,petrol,individual,manual,first owner
