name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age_of_car,price_per_km,is_diesel,is_dealer,is_automatic,owner_priority,brand
ford figo diesel zxi,2014,240000,90000,diesel,individual,manual,first owner,12,2.6666666666666665,1,0,0,1,ford
mahindra scorpio s10 7 seater,2014,800000,90000,diesel,individual,manual,first owner,12,8.88888888888889,1,0,0,1,mahindra
hyundai eon lpg magna plus,2015,240000,110000,lpg,individual,manual,first owner,11,2.1818181818181817,0,0,0,1,hyundai
ford ecosport 1.5 dv5 mt titanium,2014,600000,87000,diesel,individual,manual,second owner,12,6.896551724137931,1,0,0,2,ford
mahindra scorpio lx,2014,800000,15000,diesel,individual,manual,first owner,12,53.333333333333336,1,0,0,1,mahindra
hyundai eon 1.0 kappa magna plus,2015,160000,70000,petrol,individual,manual,first owner,11,2.2857142857142856,0,0,0,1,hyundai
ford fiesta classic 1.6 duratec clxi,2012,350000,38000,petrol,individual,manual,first owner,14,9.210526315789474,0,0,0,1,ford
honda city 1.5 v mt,2011,300000,64000,petrol,individual,manual,second owner,15,4.6875,0,0,0,2,honda
tata sumo gold ex bsiii,2015,399000,55250,diesel,individual,manual,first owner,11,7.221719457013575,1,0,0,1,tata
mahindra bolero di,2011,300000,110000,diesel,individual,manual,first owner,15,2.727272727272727,1,0,0,1,mahindra
maruti a-star at vxi,2012,150000,70000,petrol,individual,automatic,first owner,14,2.142857142857143,0,0,1,1,maruti
chevrolet cruze ltz,2010,320000,60000,diesel,individual,manual,third owner,16,5.333333333333333,1,0,0,3,chevrolet
tata hexa xm,2018,1280000,17000,diesel,individual,manual,first owner,8,75.29411764705883,1,0,0,1,tata
renault kwid 1.0 rxt optional,2017,300000,13000,petrol,individual,manual,second owner,9,23.076923076923077,0,0,0,2,renault
nissan terrano xl plus icc wt20 se,2016,1000000,60000,diesel,individual,manual,first owner,10,16.666666666666668,1,0,0,1,nissan
mitsubishi pajero sport 4x4,2012,1090000,120000,diesel,individual,manual,second owner,14,9.083333333333334,1,0,0,2,mitsubishi
tata new safari dicor 2.2 gx 4x2 bs iv,2012,450000,97000,diesel,individual,manual,second owner,14,4.639175257731959,1,0,0,2,tata
tata indica gls bs iv,2007,60000,130000,petrol,individual,manual,second owner,19,0.46153846153846156,0,0,0,2,tata
maruti swift dzire zxi,2013,500000,50000,petrol,individual,manual,first owner,13,10.0,0,0,0,1,maruti
tata indigo cr4,2012,200000,120000,diesel,individual,manual,second owner,14,1.6666666666666667,1,0,0,2,tata
ford ecosport 1.5 dv5 mt titanium,2015,650000,68000,diesel,individual,manual,first owner,11,9.558823529411764,1,0,0,1,ford
maruti alto lxi,2006,60000,100000,petrol,individual,manual,second owner,20,0.6,0,0,0,2,maruti
maruti ertiga vdi,2013,250999,80000,diesel,individual,manual,first owner,13,3.1374875,1,0,0,1,maruti
hyundai accent executive cng,2012,185000,67000,cng,dealer,manual,second owner,14,2.7611940298507465,0,1,0,2,hyundai
maruti alto k10 vxi,2015,155000,60000,petrol,individual,manual,first owner,11,2.5833333333333335,0,0,0,1,maruti
maruti swift vxi,2019,600000,5000,petrol,individual,manual,first owner,7,120.0,0,0,0,1,maruti
renault kwid rxe,2016,300000,20000,petrol,individual,manual,first owner,10,15.0,0,0,0,1,renault
hyundai creta 1.6 e plus,2018,850000,12500,petrol,individual,manual,first owner,8,68.0,0,0,0,1,hyundai
maruti eeco cng 5 seater ac bsiv,2019,470000,4000,cng,individual,manual,first owner,7,117.5,0,0,0,1,maruti
ford figo 1.2p titanium mt,2019,600000,25000,petrol,individual,manual,first owner,7,24.0,0,0,0,1,ford
toyota innova 2.5 g (diesel) 7 seater,2013,700000,70000,diesel,individual,manual,second owner,13,10.0,1,0,0,2,toyota
maruti wagon r lxi duo bsiii,2007,70000,162000,lpg,individual,manual,first owner,19,0.43209876543209874,0,0,0,1,maruti
toyota fortuner 3.0 diesel,2010,1250000,205000,diesel,individual,manual,second owner,16,6.097560975609756,1,0,0,2,toyota
audi a6 2.8 fsi,2008,650000,70000,petrol,individual,automatic,third owner,18,9.285714285714286,0,0,1,3,audi
hyundai xcent 1.2 crdi s,2018,450000,70000,diesel,individual,manual,second owner,8,6.428571428571429,1,0,0,2,hyundai
mahindra xuv500 w8 2wd,2014,750000,100000,diesel,individual,manual,second owner,12,7.5,1,0,0,2,mahindra
toyota innova 2.5 g (diesel) 7 seater,2013,775000,70000,diesel,individual,manual,second owner,13,11.071428571428571,1,0,0,2,toyota
hyundai santa fe 4x4,2011,800000,220000,diesel,individual,manual,first owner,15,3.6363636363636362,1,0,0,1,hyundai
honda amaze e i-vtech,2015,360000,80000,petrol,individual,manual,second owner,11,4.5,0,0,0,2,honda
toyota corolla altis diesel d4dg,2010,250000,120000,diesel,individual,manual,first owner,16,2.0833333333333335,1,0,0,1,toyota
jeep compass 2.0 longitude option bsiv,2017,1490000,22038,diesel,individual,manual,first owner,9,67.61049097014248,1,0,0,1,jeep
nissan terrano xl 110 ps,2013,600000,80000,diesel,individual,manual,first owner,13,7.5,1,0,0,1,nissan
maruti alto lx,2010,120000,90000,petrol,individual,manual,first owner,16,1.3333333333333333,0,0,0,1,maruti
tata new safari dicor 2.2 ex 4x2,2012,320000,140000,diesel,individual,manual,second owner,14,2.2857142857142856,1,0,0,2,tata
mahindra thar 4x2,2011,400000,120000,diesel,individual,manual,second owner,15,3.3333333333333335,1,0,0,2,mahindra
maruti swift dzire zdi,2015,302000,60000,diesel,individual,manual,first owner,11,5.033333333333333,1,0,0,1,maruti
chevrolet beat diesel lt,2011,130000,80000,diesel,individual,manual,second owner,15,1.625,1,0,0,2,chevrolet
maruti swift dzire lxi option,2014,150000,60000,petrol,individual,manual,second owner,12,2.5,0,0,0,2,maruti
tata indica vista aura plus 1.3 quadrajet,2012,200000,90000,diesel,individual,manual,second owner,14,2.2222222222222223,1,0,0,2,tata
toyota innova 2.5 g1 bsiv,2012,950000,80000,diesel,individual,manual,first owner,14,11.875,1,0,0,1,toyota
maruti swift vdi bsiii,2008,120000,175000,diesel,individual,manual,second owner,18,0.6857142857142857,1,0,0,2,maruti
mahindra xuv500 w7 bsiv,2019,1400000,10000,diesel,individual,manual,first owner,7,140.0,1,0,0,1,mahindra
hyundai i20 1.2 asta option,2017,620000,65000,petrol,individual,manual,first owner,9,9.538461538461538,0,0,0,1,hyundai
toyota innova 2.5 gx 8 str bsiv,2012,449000,90000,diesel,individual,manual,first owner,14,4.988888888888889,1,0,0,1,toyota
maruti alto lxi,2007,100000,70000,petrol,individual,manual,first owner,19,1.4285714285714286,0,0,0,1,maruti
hyundai grand i10 1.2 kappa sportz bsiv,2018,600000,2500,petrol,individual,manual,first owner,8,240.0,0,0,0,1,hyundai
honda amaze vx i-dtec,2016,700000,35000,diesel,individual,manual,first owner,10,20.0,1,0,0,1,honda
chevrolet beat diesel lt,2012,250000,40000,diesel,individual,manual,first owner,14,6.25,1,0,0,1,chevrolet
maruti baleno rs 1.0 petrol,2018,550000,63000,petrol,individual,manual,first owner,8,8.73015873015873,0,0,0,1,maruti
skoda superb ambition 2.0 tdi cr at,2013,675000,88000,diesel,dealer,automatic,first owner,13,7.670454545454546,1,1,1,1,skoda
nissan terrano xl plus 85 ps,2015,530000,55000,diesel,dealer,manual,first owner,11,9.636363636363637,1,1,0,1,nissan
chevrolet enjoy tcdi lt 7 seater,2014,325000,71014,diesel,dealer,manual,first owner,12,4.576562367983778,1,1,0,1,chevrolet
renault scala diesel rxl,2015,370000,60000,diesel,dealer,manual,first owner,11,6.166666666666667,1,1,0,1,renault
skoda rapid 1.5 tdi ambition,2014,360000,70000,diesel,individual,manual,first owner,12,5.142857142857143,1,0,0,1,skoda
skoda superb lk 1.8 tsi at,2012,650000,60000,petrol,dealer,automatic,first owner,14,10.833333333333334,0,1,1,1,skoda
ford fiesta 1.5 tdci titanium,2012,199000,92000,diesel,dealer,manual,third owner,14,2.1630434782608696,1,1,0,3,ford
mahindra quanto c6,2014,285000,89126,diesel,individual,manual,first owner,12,3.197720081682113,1,0,0,1,mahindra
volkswagen jetta 1.9 tdi comfortline dsg,2009,260000,134000,diesel,individual,automatic,first owner,17,1.9402985074626866,1,0,1,1,volkswagen
maruti ciaz 1.4 at zeta,2019,869999,15000,petrol,dealer,automatic,first owner,7,57.99993333333333,0,1,1,1,maruti
hyundai grand i10 1.2 crdi magna,2016,425000,42500,diesel,dealer,manual,first owner,10,10.0,1,1,0,1,hyundai
chevrolet cruze ltz at,2012,490000,42000,diesel,dealer,automatic,first owner,14,11.666666666666666,1,1,1,1,chevrolet
mahindra xuv500 at w8 fwd,2015,750000,70000,diesel,individual,automatic,second owner,11,10.714285714285714,1,0,1,2,mahindra
honda city 1.5 exi,2004,125000,110000,petrol,individual,manual,third owner,22,1.1363636363636365,0,0,0,3,honda
fiat linea 1.3 emotion,2014,221000,131365,diesel,individual,manual,first owner,12,1.6823354774863928,1,0,0,1,fiat
volkswagen vento 1.5 tdi highline at,2016,724000,48980,diesel,dealer,automatic,first owner,10,14.781543487137608,1,1,1,1,volkswagen
honda amaze vx at i-vtech,2014,440000,46000,petrol,dealer,automatic,first owner,12,9.565217391304348,0,1,1,1,honda
chevrolet spark 1.0 ls,2009,70000,60000,petrol,individual,manual,third owner,17,1.1666666666666667,0,0,0,3,chevrolet
maruti baleno delta diesel,2015,511000,58000,diesel,dealer,manual,first owner,11,8.810344827586206,1,1,0,1,maruti
maruti s-cross alpha ddis 200 sh,2016,790000,22000,diesel,dealer,manual,first owner,10,35.90909090909091,1,1,0,1,maruti
hyundai i20 1.2 asta option,2017,640000,37000,petrol,individual,manual,first owner,9,17.2972972972973,0,0,0,1,hyundai
hyundai santro xing gls,2009,120000,70000,petrol,individual,manual,fourth & above owner,17,1.7142857142857142,0,0,0,4,hyundai
chevrolet beat diesel lt,2012,126000,98900,diesel,individual,manual,third owner,14,1.2740141557128413,1,0,0,3,chevrolet
chevrolet beat diesel lt,2012,120000,125000,diesel,individual,manual,first owner,14,0.96,1,0,0,1,chevrolet
mahindra tuv 300 t4 plus,2017,650000,60000,diesel,individual,manual,first owner,9,10.833333333333334,1,0,0,1,mahindra
hyundai grand i10 asta,2014,450000,80000,petrol,individual,manual,second owner,12,5.625,0,0,0,2,hyundai
maruti zen estilo lxi green (cng),2010,110000,80000,cng,individual,manual,fourth & above owner,16,1.375,0,0,0,4,maruti
mahindra bolero power plus plus ac bsiv ps,2017,600000,40000,diesel,individual,manual,first owner,9,15.0,1,0,0,1,mahindra
mahindra xuv500 w8 4wd,2012,620000,80000,diesel,individual,manual,second owner,14,7.75,1,0,0,2,mahindra
ford ecosport 1.5 dv5 mt titanium,2014,600000,30000,diesel,individual,manual,first owner,12,20.0,1,0,0,1,ford
mahindra bolero power plus zlx,2018,795000,35000,diesel,individual,manual,first owner,8,22.714285714285715,1,0,0,1,mahindra
tata winger deluxe - hi roof (ac),2011,300000,180000,diesel,individual,manual,third owner,15,1.6666666666666667,1,0,0,3,tata
renault lodgy 85ps rxl,2015,495000,60000,diesel,individual,manual,first owner,11,8.25,1,0,0,1,renault
audi a4 3.0 tdi quattro,2013,1580000,86000,diesel,dealer,automatic,first owner,13,18.372093023255815,1,1,1,1,audi
audi q3 2.0 tdi quattro premium plus,2015,1750000,127643,diesel,dealer,automatic,first owner,11,13.710113363051637,1,1,1,1,audi
tata hexa xta,2018,1350000,34000,diesel,individual,automatic,first owner,8,39.705882352941174,1,0,1,1,tata
mahindra xylo d4,2014,350000,145000,diesel,individual,manual,first owner,12,2.413793103448276,1,0,0,1,mahindra
datsun redigo amt 1.0 s,2018,300000,25000,petrol,individual,automatic,first owner,8,12.0,0,0,1,1,datsun
tata zest revotron 1.2t xms,2018,400000,54000,petrol,dealer,manual,second owner,8,7.407407407407407,0,1,0,2,tata
audi a6 2.0 tdi  design edition,2014,1750000,102354,diesel,dealer,automatic,first owner,12,17.097524278484475,1,1,1,1,audi
maruti zen lx,1999,70000,70000,petrol,individual,manual,fourth & above owner,27,1.0,0,0,0,4,maruti
nissan sunny xl d,2018,500000,70000,diesel,individual,manual,first owner,8,7.142857142857143,1,0,0,1,nissan
audi q3 35 tdi quattro technology,2017,2575000,36000,diesel,dealer,automatic,first owner,9,71.52777777777777,1,1,1,1,audi
honda brio vx,2014,345000,58000,petrol,dealer,manual,first owner,12,5.948275862068965,0,1,0,1,honda
tata indigo cr4,2013,220000,100000,diesel,individual,manual,first owner,13,2.2,1,0,0,1,tata
audi q5 2.0 tfsi quattro premium plus,2014,1850000,62237,petrol,dealer,automatic,first owner,12,29.725083149894758,0,1,1,1,audi
hyundai santro xing xl erlx euro iii,2005,114999,90000,petrol,dealer,manual,second owner,21,1.2777666666666667,0,1,0,2,hyundai
maruti 800 ac,1999,50000,100000,petrol,individual,manual,second owner,27,0.5,0,0,0,2,maruti
honda jazz select edition,2017,585000,14000,petrol,dealer,manual,first owner,9,41.785714285714285,0,1,0,1,honda
ford ecosport 1.5 tdci titanium bsiv,2018,950000,21394,diesel,dealer,manual,first owner,8,44.40497335701598,1,1,0,1,ford
maruti swift dzire amt vxi,2018,625000,13800,petrol,individual,automatic,first owner,8,45.289855072463766,0,0,1,1,maruti
hyundai creta 1.6 sx automatic,2017,1035000,23000,petrol,dealer,automatic,first owner,9,45.0,0,1,1,1,hyundai
datsun go t petrol,2015,310000,32686,petrol,dealer,manual,first owner,11,9.484182830569663,0,1,0,1,datsun
mahindra xylo d4,2017,600000,99700,diesel,individual,manual,first owner,9,6.018054162487462,1,0,0,1,mahindra
toyota fortuner 2.8 4wd at bsiv,2019,3100000,5000,diesel,individual,automatic,first owner,7,620.0,1,0,1,1,toyota
honda city i-dtec sv,2014,650000,49654,diesel,dealer,manual,first owner,12,13.090586861078664,1,1,0,1,honda
hyundai grand i10 asta,2016,550000,45457,petrol,dealer,manual,first owner,10,12.099346635281695,0,1,0,1,hyundai
hyundai creta 1.6 crdi sx,2017,1260000,39221,diesel,dealer,manual,first owner,9,32.12564697483491,1,1,0,1,hyundai
hyundai i20 sportz 1.2,2016,660000,48220,petrol,dealer,manual,first owner,10,13.68726669431771,0,1,0,1,hyundai
hyundai i20 sportz 1.2,2017,700000,11114,petrol,dealer,manual,first owner,9,62.983624257693,0,1,0,1,hyundai
hyundai getz 1.5 crdi gvs,2008,235000,60208,diesel,dealer,manual,first owner,18,3.9031357959075206,1,1,0,1,hyundai
volkswagen vento 1.5 tdi highline,2013,475000,80000,diesel,dealer,manual,first owner,13,5.9375,1,1,0,1,volkswagen
mercedes-benz e-class 280 cdi elegance,2008,795000,98600,diesel,dealer,automatic,first owner,18,8.062880324543611,1,1,1,1,mercedes-benz
audi rs7 2015-2019 sportback performance,2016,8900000,13000,petrol,dealer,automatic,first owner,10,684.6153846153846,0,1,1,1,audi
audi q5 3.0 tdi quattro technology,2015,3200000,30000,diesel,dealer,automatic,first owner,11,106.66666666666667,1,1,1,1,audi
mg hector smart at,2019,1860000,18000,petrol,dealer,automatic,first owner,7,103.33333333333333,0,1,1,1,mg
land rover range rover 4.4 diesel lwb vogue se,2010,4200000,100000,diesel,dealer,automatic,first owner,16,42.0,1,1,1,1,land
honda city vx cvt,2015,850000,58000,petrol,dealer,automatic,first owner,11,14.655172413793103,0,1,1,1,honda
mahindra xylo d4,2017,585000,85441,diesel,dealer,manual,first owner,9,6.846829976240914,1,1,0,1,mahindra
mahindra verito 1.5 d4 bsiv,2015,380000,64541,diesel,dealer,manual,first owner,11,5.8877302799770685,1,1,0,1,mahindra
maruti swift dzire vdi,2019,650000,35000,diesel,individual,manual,first owner,7,18.571428571428573,1,0,0,1,maruti
maruti swift zxi plus,2018,600000,30000,petrol,individual,manual,first owner,8,20.0,0,0,0,1,maruti
nissan micra active xv,2017,434999,16267,petrol,dealer,manual,first owner,9,26.74119382799533,0,1,0,1,nissan
volkswagen vento 1.5 tdi highline,2013,525000,71500,diesel,dealer,manual,first owner,13,7.3426573426573425,1,1,0,1,volkswagen
bmw 5 series 520d luxury line,2019,4800000,12999,diesel,dealer,automatic,first owner,7,369.2591737825987,1,1,1,1,bmw
chevrolet aveo u-va 1.2 ls,2008,160000,80000,petrol,individual,manual,first owner,18,2.0,0,0,0,1,chevrolet
maruti zen estilo 1.1 lxi bsiii,2007,160000,90000,petrol,individual,manual,second owner,19,1.7777777777777777,0,0,0,2,maruti
chevrolet spark 1.0 lt,2012,125000,28000,petrol,individual,manual,first owner,14,4.464285714285714,0,0,0,1,chevrolet
mahindra bolero power plus plus ac bsiv ps,2015,430000,200000,diesel,individual,manual,first owner,11,2.15,1,0,0,1,mahindra
hyundai creta 1.6 vtvt s,2017,900000,14700,petrol,individual,manual,first owner,9,61.224489795918366,0,0,0,1,hyundai
maruti alto lx,2000,61000,90000,petrol,individual,manual,second owner,26,0.6777777777777778,0,0,0,2,maruti
maruti wagon r lxi bs iv,2017,400000,50000,petrol,individual,manual,first owner,9,8.0,0,0,0,1,maruti
hyundai santro xing xs,2009,150000,100000,petrol,individual,manual,second owner,17,1.5,0,0,0,2,hyundai
volkswagen polo gt 1.0 tsi,2019,950000,24000,petrol,individual,automatic,first owner,7,39.583333333333336,0,0,1,1,volkswagen
tata indigo cr4,2013,220000,100000,diesel,individual,manual,first owner,13,2.2,1,0,0,1,tata
hyundai getz glx,2007,110000,90000,petrol,individual,manual,first owner,19,1.2222222222222223,0,0,0,1,hyundai
tata bolt revotron xm,2015,375000,30000,petrol,individual,manual,first owner,11,12.5,0,0,0,1,tata
datsun go plus t option,2017,350000,80000,petrol,individual,manual,first owner,9,4.375,0,0,0,1,datsun
hyundai i20 magna 1.4 crdi (diesel),2012,310000,92686,diesel,dealer,manual,second owner,14,3.344625941350366,1,1,0,2,hyundai
tata indica gls bs iv,2010,90000,300000,petrol,individual,manual,third owner,16,0.3,0,0,0,3,tata
volkswagen vento petrol highline,2011,350000,90000,petrol,individual,manual,second owner,15,3.888888888888889,0,0,0,2,volkswagen
hyundai santro ls zipplus,2003,100000,60000,petrol,individual,manual,first owner,23,1.6666666666666667,0,0,0,1,hyundai
mahindra xuv500 at w6 2wd,2017,1300000,40000,diesel,individual,automatic,first owner,9,32.5,1,0,1,1,mahindra
maruti wagon r lxi,2004,70000,90000,petrol,individual,manual,fourth & above owner,22,0.7777777777777778,0,0,0,4,maruti
chevrolet sail hatchback lt abs,2013,225000,80000,diesel,individual,manual,first owner,13,2.8125,1,0,0,1,chevrolet
honda city 1.3 exi,2002,145000,100000,petrol,individual,manual,first owner,24,1.45,0,0,0,1,honda
ford ecosport 1.5 diesel titanium plus bsiv,2018,930000,20000,diesel,individual,manual,first owner,8,46.5,1,0,0,1,ford
maruti swift vxi,2019,550000,51000,petrol,individual,manual,first owner,7,10.784313725490197,0,0,0,1,maruti
maruti alto lx bsiii,2008,85000,120000,petrol,individual,manual,second owner,18,0.7083333333333334,0,0,0,2,maruti
hyundai eon era plus sports edition,2014,280000,55000,petrol,individual,manual,first owner,12,5.090909090909091,0,0,0,1,hyundai
hyundai eon magna plus,2018,360000,6000,petrol,individual,manual,first owner,8,60.0,0,0,0,1,hyundai
maruti alto lxi,2011,150000,40000,petrol,individual,manual,second owner,15,3.75,0,0,0,2,maruti
skoda rapid 1.6 mpi at ambition bsiv,2017,900000,15000,petrol,individual,automatic,first owner,9,60.0,0,0,1,1,skoda
